COD_IBGE|NIVEL_IBGE|NIVEL_NOME|MUNICIPIO|POPULACAO|UF
4215653|N6|Município|Santa Rosa do Sul|8397|SC
4215679|N6|Município|Santa Terezinha|8760|SC
4215687|N6|Município|Santa Terezinha do Progresso|2317|SC
4215695|N6|Município|Santiago do Sul|1211|SC
4215703|N6|Município|Santo Amaro da Imperatriz|23907|SC
4215752|N6|Município|São Bernardino|2239|SC
4215802|N6|Município|São Bento do Sul|86317|SC
4215901|N6|Município|São Bonifácio|2791|SC
4216008|N6|Município|São Carlos|11456|SC
4216057|N6|Município|São Cristóvão do Sul|5646|SC
4216107|N6|Município|São Domingos|9422|SC
4216206|N6|Município|São Francisco do Sul|54751|SC
4216255|N6|Município|São João do Oeste|6423|SC
4216305|N6|Município|São João Batista|39719|SC
4216354|N6|Município|São João do Itaperiú|3784|SC
4216404|N6|Município|São João do Sul|7332|SC
4216503|N6|Município|São Joaquim|27322|SC
4216602|N6|Município|São José|253705|SC
4216701|N6|Município|São José do Cedro|13811|SC
4216800|N6|Município|São José do Cerrito|8054|SC
4216909|N6|Município|São Lourenço do Oeste|24501|SC
4217006|N6|Município|São Ludgero|13886|SC
4217105|N6|Município|São Martinho|3162|SC
4217154|N6|Município|São Miguel da Boa Vista|1794|SC
4217204|N6|Município|São Miguel do Oeste|41246|SC
4217253|N6|Município|São Pedro de Alcântara|6046|SC
4217303|N6|Município|Saudades|9874|SC
4217402|N6|Município|Schroeder|22605|SC
4217501|N6|Município|Seara|17610|SC
4217550|N6|Município|Serra Alta|3249|SC
4217600|N6|Município|Siderópolis|14176|SC
4217709|N6|Município|Sombrio|31084|SC
4217758|N6|Município|Sul Brasil|2386|SC
4217808|N6|Município|Taió|18576|SC
4217907|N6|Município|Tangará|8648|SC
4217956|N6|Município|Tigrinhos|1606|SC
4218004|N6|Município|Tijucas|39889|SC
4218103|N6|Município|Timbé do Sul|5338|SC
4218202|N6|Município|Timbó|45703|SC
4218251|N6|Município|Timbó Grande|8003|SC
4218301|N6|Município|Três Barras|19455|SC
4218350|N6|Município|Treviso|4002|SC
4218400|N6|Município|Treze de Maio|7104|SC
4218509|N6|Município|Treze Tílias|8138|SC
4218608|N6|Município|Trombudo Central|7506|SC
4218707|N6|Município|Tubarão|107143|SC
4218756|N6|Município|Tunápolis|4507|SC
4218806|N6|Município|Turvo|13080|SC
4218855|N6|Município|União do Oeste|2364|SC
4218905|N6|Município|Urubici|11311|SC
4218954|N6|Município|Urupema|2453|SC
4219002|N6|Município|Urussanga|21419|SC
4219101|N6|Município|Vargeão|3569|SC
4219150|N6|Município|Vargem|2387|SC
4219176|N6|Município|Vargem Bonita|4411|SC
4219200|N6|Município|Vidal Ramos|6321|SC
4219309|N6|Município|Videira|54145|SC
4219358|N6|Município|Vitor Meireles|4907|SC
4219408|N6|Município|Witmarsum|4032|SC
4219507|N6|Município|Xanxerê|52290|SC
4219606|N6|Município|Xavantina|3873|SC
4219705|N6|Município|Xaxim|29254|SC
4219853|N6|Município|Zortéa|3432|SC
4220000|N6|Município|Balneário Rincão|13129|SC
4300034|N6|Município|Aceguá|4981|RS
4300059|N6|Município|Água Santa|3738|RS
4300109|N6|Município|Agudo|16344|RS
4300208|N6|Município|Ajuricaba|6951|RS
4300307|N6|Município|Alecrim|5710|RS
4300406|N6|Município|Alegrete|72493|RS
4300455|N6|Município|Alegria|3287|RS
4300471|N6|Município|Almirante Tamandaré do Sul|1935|RS
4300505|N6|Município|Alpestre|5885|RS
4300554|N6|Município|Alto Alegre|1590|RS
4300570|N6|Município|Alto Feliz|3043|RS
4300604|N6|Município|Alvorada|212352|RS
4300638|N6|Município|Amaral Ferrador|7136|RS
4300646|N6|Município|Ametista do Sul|7396|RS
4300661|N6|Município|André da Rocha|1351|RS
4300703|N6|Município|Anta Gorda|5941|RS
4300802|N6|Município|Antônio Prado|13041|RS
4300851|N6|Município|Arambaré|3544|RS
4300877|N6|Município|Araricá|5840|RS
4300901|N6|Município|Aratiba|6145|RS
4301008|N6|Município|Arroio do Meio|21121|RS
4301057|N6|Município|Arroio do Sal|10483|RS
4301073|N6|Município|Arroio do Padre|2966|RS
4301107|N6|Município|Arroio dos Ratos|14201|RS
4301206|N6|Município|Arroio do Tigre|13452|RS
4301305|N6|Município|Arroio Grande|18185|RS
4301404|N6|Município|Arvorezinha|10422|RS
4301503|N6|Município|Augusto Pestana|6545|RS
4301552|N6|Município|Áurea|3517|RS
4301602|N6|Município|Bagé|121518|RS
4301636|N6|Município|Balneário Pinhal|14645|RS
4301651|N6|Município|Barão|6232|RS
4301701|N6|Município|Barão de Cotegipe|6616|RS
4301750|N6|Município|Barão do Triunfo|7550|RS
4301800|N6|Município|Barracão|5237|RS
4301859|N6|Município|Barra do Guarita|3266|RS
4301875|N6|Município|Barra do Quaraí|4238|RS
4301909|N6|Município|Barra do Ribeiro|13618|RS
4301925|N6|Município|Barra do Rio Azul|1621|RS
4301958|N6|Município|Barra Funda|2563|RS
4302006|N6|Município|Barros Cassal|11167|RS
4302055|N6|Município|Benjamin Constant do Sul|1924|RS
4302105|N6|Município|Bento Gonçalves|123090|RS
4302154|N6|Município|Boa Vista das Missões|2087|RS
4302204|N6|Município|Boa Vista do Buricá|6712|RS
4302220|N6|Município|Boa Vista do Cadeado|2466|RS
4302238|N6|Município|Boa Vista do Incra|2628|RS
4302253|N6|Município|Boa Vista do Sul|2773|RS
4302303|N6|Município|Bom Jesus|11270|RS
4302352|N6|Município|Bom Princípio|14446|RS
4302378|N6|Município|Bom Progresso|1858|RS
4302402|N6|Município|Bom Retiro do Sul|12448|RS
4302451|N6|Município|Boqueirão do Leão|7691|RS
4302501|N6|Município|Bossoroca|6135|RS
4302584|N6|Município|Bozano|2099|RS
4302600|N6|Município|Braga|3271|RS
4302659|N6|Município|Brochier|5132|RS
4302709|N6|Município|Butiá|20963|RS
4302808|N6|Município|Caçapava do Sul|33476|RS
4302907|N6|Município|Cacequi|12291|RS
4303004|N6|Município|Cachoeira do Sul|81552|RS
4303103|N6|Município|Cachoeirinha|132144|RS
4303202|N6|Município|Cacique Doble|5083|RS
4303301|N6|Município|Caibaté|4802|RS
4303400|N6|Município|Caiçara|4659|RS
4303509|N6|Município|Camaquã|66686|RS
4303558|N6|Município|Camargo|2750|RS
4303608|N6|Município|Cambará do Sul|6383|RS
4303673|N6|Município|Campestre da Serra|3402|RS
4303707|N6|Município|Campina das Missões|5325|RS
4303806|N6|Município|Campinas do Sul|5422|RS
4303905|N6|Município|Campo Bom|69981|RS
4304002|N6|Município|Campo Novo|4273|RS
4304101|N6|Município|Campos Borges|3272|RS
4304200|N6|Município|Candelária|31475|RS
4304309|N6|Município|Cândido Godói|6106|RS
4304358|N6|Município|Candiota|9707|RS
4304408|N6|Município|Canela|45957|RS
4304507|N6|Município|Canguçu|56370|RS
4304606|N6|Município|Canoas|349728|RS
4304614|N6|Município|Canudos do Vale|1693|RS
4304622|N6|Município|Capão Bonito do Sul|1628|RS
4304630|N6|Município|Capão da Canoa|55009|RS
4304655|N6|Município|Capão do Cipó|3745|RS
4304663|N6|Município|Capão do Leão|25462|RS
4304671|N6|Município|Capivari do Sul|4793|RS
4304689|N6|Município|Capela de Santana|12183|RS
4304697|N6|Município|Capitão|2770|RS
4304705|N6|Município|Carazinho|62413|RS
4304713|N6|Município|Caraá|8426|RS
4304804|N6|Município|Carlos Barbosa|30630|RS
4304853|N6|Município|Carlos Gomes|1327|RS
4304903|N6|Município|Casca|9070|RS
4304952|N6|Município|Caseiros|3228|RS
4305009|N6|Município|Catuípe|8631|RS
4305108|N6|Município|Caxias do Sul|523716|RS
4305116|N6|Município|Centenário|2865|RS
4305124|N6|Município|Cerrito|6005|RS
4305132|N6|Município|Cerro Branco|4720|RS
4305157|N6|Município|Cerro Grande|2281|RS
4305173|N6|Município|Cerro Grande do Sul|12579|RS
4305207|N6|Município|Cerro Largo|14243|RS
4305306|N6|Município|Chapada|9211|RS
4305355|N6|Município|Charqueadas|41705|RS
4305371|N6|Município|Charrua|3228|RS
4305405|N6|Município|Chiapetta|3684|RS
4305439|N6|Município|Chuí|6832|RS
4305447|N6|Município|Chuvisca|5518|RS
4305454|N6|Município|Cidreira|16897|RS
4305504|N6|Município|Ciríaco|4693|RS
4305587|N6|Município|Colinas|2466|RS
4305603|N6|Município|Colorado|3088|RS
4305702|N6|Município|Condor|6766|RS
4305801|N6|Município|Constantina|9903|RS
4305835|N6|Município|Coqueiro Baixo|1490|RS
4305850|N6|Município|Coqueiros do Sul|2267|RS
4305871|N6|Município|Coronel Barros|2521|RS
4305900|N6|Município|Coronel Bicaco|7213|RS
4305934|N6|Município|Coronel Pilar|1602|RS
4305959|N6|Município|Cotiporã|3824|RS
4305975|N6|Município|Coxilha|2731|RS
4306007|N6|Município|Crissiumal|13269|RS
4306056|N6|Município|Cristal|8121|RS
4306072|N6|Município|Cristal do Sul|2840|RS
4306106|N6|Município|Cruz Alta|59561|RS
4306130|N6|Município|Cruzaltense|1765|RS
4306205|N6|Município|Cruzeiro do Sul|12457|RS
4306304|N6|Município|David Canabarro|4732|RS
4306320|N6|Município|Derrubadas|2718|RS
4306353|N6|Município|Dezesseis de Novembro|2331|RS
4306379|N6|Município|Dilermando de Aguiar|2991|RS
4306403|N6|Município|Dois Irmãos|33547|RS
4306429|N6|Município|Dois Irmãos das Missões|1992|RS
4306452|N6|Município|Dois Lajeados|3410|RS
4306502|N6|Município|Dom Feliciano|15556|RS
4306551|N6|Município|Dom Pedro de Alcântara|2520|RS
4306601|N6|Município|Dom Pedrito|38222|RS
4306700|N6|Município|Dona Francisca|2958|RS
4306734|N6|Município|Doutor Maurício Cardoso|4380|RS
4306759|N6|Município|Doutor Ricardo|1967|RS
4306767|N6|Município|Eldorado do Sul|42490|RS
4306809|N6|Município|Encantado|23047|RS
4306908|N6|Município|Encruzilhada do Sul|26039|RS
4306924|N6|Município|Engenho Velho|932|RS
4306932|N6|Município|Entre-Ijuís|8350|RS
4306957|N6|Município|Entre Rios do Sul|2724|RS
4306973|N6|Município|Erebango|2978|RS
4307005|N6|Município|Erechim|107368|RS
4307054|N6|Município|Ernestina|3171|RS
4307104|N6|Município|Herval|6807|RS
4307203|N6|Município|Erval Grande|4780|RS
4307302|N6|Município|Erval Seco|6697|RS
4307401|N6|Município|Esmeralda|3291|RS
4307450|N6|Município|Esperança do Sul|2846|RS
4307500|N6|Município|Espumoso|15594|RS
4307559|N6|Município|Estação|5924|RS
4307609|N6|Município|Estância Velha|51292|RS
4307708|N6|Município|Esteio|83352|RS
4307807|N6|Município|Estrela|34669|RS
4307815|N6|Município|Estrela Velha|3646|RS
4307831|N6|Município|Eugênio de Castro|2310|RS
4307864|N6|Município|Fagundes Varela|2750|RS
4307906|N6|Município|Farroupilha|73758|RS
4308003|N6|Município|Faxinal do Soturno|6651|RS
4308052|N6|Município|Faxinalzinho|2256|RS
4308078|N6|Município|Fazenda Vilanova|4680|RS
4308102|N6|Município|Feliz|13728|RS
4308201|N6|Município|Flores da Cunha|31352|RS
4308250|N6|Município|Floriano Peixoto|1709|RS
4308300|N6|Município|Fontoura Xavier|10181|RS
4308409|N6|Município|Formigueiro|6569|RS
4308433|N6|Município|Forquetinha|2389|RS
4308458|N6|Município|Fortaleza dos Valos|4252|RS
4308508|N6|Município|Frederico Westphalen|31675|RS
4308607|N6|Município|Garibaldi|35794|RS
4308656|N6|Município|Garruchos|2851|RS
4308706|N6|Município|Gaurama|5447|RS
4308805|N6|Município|General Câmara|8339|RS
4308854|N6|Município|Gentil|1619|RS
4308904|N6|Município|Getúlio Vargas|16158|RS
4309001|N6|Município|Giruá|15729|RS
4309050|N6|Município|Glorinha|8304|RS
4309100|N6|Município|Gramado|36864|RS
4309126|N6|Município|Gramado dos Loureiros|2036|RS
4309159|N6|Município|Gramado Xavier|4378|RS
4309209|N6|Município|Gravataí|285564|RS
4309258|N6|Município|Guabiju|1478|RS
4309308|N6|Município|Guaíba|98331|RS
4309407|N6|Município|Guaporé|26199|RS
4309506|N6|Município|Guarani das Missões|7393|RS
4309555|N6|Município|Harmonia|4967|RS
4309571|N6|Município|Herveiras|3019|RS
4309605|N6|Município|Horizontina|19446|RS
4309654|N6|Município|Hulha Negra|6894|RS
4309704|N6|Município|Humaitá|4712|RS
4309753|N6|Município|Ibarama|4393|RS
4309803|N6|Município|Ibiaçá|4690|RS
4309902|N6|Município|Ibiraiaras|7267|RS
4309951|N6|Município|Ibirapuitã|3988|RS
4310009|N6|Município|Ibirubá|20474|RS
4310108|N6|Município|Igrejinha|37754|RS
4310207|N6|Município|Ijuí|84041|RS
4310306|N6|Município|Ilópolis|4054|RS
4310330|N6|Município|Imbé|23721|RS
4310363|N6|Município|Imigrante|3103|RS
4310405|N6|Município|Independência|6054|RS
4310413|N6|Município|Inhacorá|2207|RS
4310439|N6|Município|Ipê|6736|RS
4310462|N6|Município|Ipiranga do Sul|1871|RS
4310504|N6|Município|Iraí|7046|RS
4310538|N6|Município|Itaara|5573|RS
4310553|N6|Município|Itacurubi|3456|RS
4310579|N6|Município|Itapuca|2037|RS
4310603|N6|Município|Itaqui|37363|RS
4310652|N6|Município|Itati|2377|RS
4310702|N6|Município|Itatiba do Sul|3143|RS
4310751|N6|Município|Ivorá|1854|RS
4310801|N6|Município|Ivoti|25068|RS
4310850|N6|Município|Jaboticaba|3738|RS
4310876|N6|Município|Jacuizinho|2718|RS
4310900|N6|Município|Jacutinga|3532|RS
4311007|N6|Município|Jaguarão|26327|RS
4311106|N6|Município|Jaguari|10684|RS
4311122|N6|Município|Jaquirana|3611|RS
4311130|N6|Município|Jari|3472|RS
4311155|N6|Município|Jóia|8571|RS
4311205|N6|Município|Júlio de Castilhos|19159|RS
4311239|N6|Município|Lagoa Bonita do Sul|2939|RS
4311254|N6|Município|Lagoão|6469|RS
4311270|N6|Município|Lagoa dos Três Cantos|1604|RS
4311304|N6|Município|Lagoa Vermelha|27751|RS
4311403|N6|Município|Lajeado|86005|RS
4311429|N6|Município|Lajeado do Bugre|2569|RS
4311502|N6|Município|Lavras do Sul|7410|RS
4311601|N6|Município|Liberato Salzano|5087|RS
4311627|N6|Município|Lindolfo Collor|6193|RS
4311643|N6|Município|Linha Nova|1724|RS
4311700|N6|Município|Machadinho|5411|RS
4311718|N6|Município|Maçambará|4539|RS
4311734|N6|Município|Mampituba|2965|RS
4311759|N6|Município|Manoel Viana|7315|RS
4311775|N6|Município|Maquiné|6747|RS
4311791|N6|Município|Maratá|2713|RS
4311809|N6|Município|Marau|45523|RS
4311908|N6|Município|Marcelino Ramos|4239|RS
4311981|N6|Município|Mariana Pimentel|3892|RS
4312005|N6|Município|Mariano Moro|1987|RS
4312054|N6|Município|Marques de Souza|3981|RS
4312104|N6|Município|Mata|4760|RS
4312138|N6|Município|Mato Castelhano|2543|RS
4312153|N6|Município|Mato Leitão|4627|RS
4312179|N6|Município|Mato Queimado|1611|RS
4312203|N6|Município|Maximiliano de Almeida|4254|RS
4312252|N6|Município|Minas do Leão|8130|RS
4312302|N6|Município|Miraguaí|4899|RS
4312351|N6|Município|Montauri|1430|RS
4312377|N6|Município|Monte Alegre dos Campos|3237|RS
4312385|N6|Município|Monte Belo do Sul|2514|RS
4312401|N6|Município|Montenegro|66157|RS
4312427|N6|Município|Mormaço|3139|RS
4312443|N6|Município|Morrinhos do Sul|2891|RS
4312450|N6|Município|Morro Redondo|6609|RS
4312476|N6|Município|Morro Reuter|6570|RS
4312500|N6|Município|Mostardas|12888|RS
4312609|N6|Município|Muçum|4967|RS
4312617|N6|Município|Muitos Capões|3184|RS
4312625|N6|Município|Muliterno|1901|RS
4312658|N6|Município|Não-Me-Toque|17886|RS
4312674|N6|Município|Nicolau Vergueiro|1667|RS
4312708|N6|Município|Nonoai|11574|RS
4312757|N6|Município|Nova Alvorada|3698|RS
4312807|N6|Município|Nova Araçá|4890|RS
4312906|N6|Município|Nova Bassano|10089|RS
4312955|N6|Município|Nova Boa Vista|1731|RS
4313003|N6|Município|Nova Bréscia|3345|RS
4313011|N6|Município|Nova Candelária|2677|RS
4313037|N6|Município|Nova Esperança do Sul|5465|RS
4313060|N6|Município|Nova Hartz|22147|RS
4313086|N6|Município|Nova Pádua|2563|RS
4313102|N6|Município|Nova Palma|6519|RS
4313201|N6|Município|Nova Petrópolis|21717|RS
4313300|N6|Município|Nova Prata|28021|RS
4313334|N6|Município|Nova Ramada|2195|RS
4313359|N6|Município|Nova Roma do Sul|3743|RS
4313375|N6|Município|Nova Santa Rita|30482|RS
4313391|N6|Município|Novo Cabrais|4246|RS
4313409|N6|Município|Novo Hamburgo|247303|RS
4313425|N6|Município|Novo Machado|3191|RS
4313441|N6|Município|Novo Tiradentes|2189|RS
4313466|N6|Município|Novo Xingu|1705|RS
4313490|N6|Município|Novo Barreiro|4185|RS
4313508|N6|Município|Osório|46815|RS
4313607|N6|Município|Paim Filho|3731|RS
4313656|N6|Município|Palmares do Sul|11342|RS
4313706|N6|Município|Palmeira das Missões|32967|RS
4313805|N6|Município|Palmitinho|7056|RS
4313904|N6|Município|Panambi|44583|RS
4313953|N6|Município|Pantano Grande|8995|RS
4314001|N6|Município|Paraí|7793|RS
4314027|N6|Município|Paraíso do Sul|7635|RS
4314035|N6|Município|Pareci Novo|3885|RS
4314050|N6|Município|Parobé|59419|RS
4314068|N6|Município|Passa Sete|5790|RS
4314076|N6|Município|Passo do Sobrado|6612|RS
4314100|N6|Município|Passo Fundo|206103|RS
4314134|N6|Município|Paulo Bento|2303|RS
4314159|N6|Município|Paverama|8541|RS
4314175|N6|Município|Pedras Altas|1928|RS
4314209|N6|Município|Pedro Osório|7683|RS
4314308|N6|Município|Pejuçara|3840|RS
4314407|N6|Município|Pelotas|343826|RS
4314423|N6|Município|Picada Café|5780|RS
4314456|N6|Município|Pinhal|2581|RS
4314464|N6|Município|Pinhal da Serra|1896|RS
4314472|N6|Município|Pinhal Grande|4309|RS
4314498|N6|Município|Pinheirinho do Vale|4926|RS
4314506|N6|Município|Pinheiro Machado|12122|RS
4314548|N6|Município|Pinto Bandeira|3068|RS
4314555|N6|Município|Pirapó|2205|RS
4314605|N6|Município|Piratini|20743|RS
4314704|N6|Município|Planalto|9957|RS
4314753|N6|Município|Poço das Antas|2105|RS
4314779|N6|Município|Pontão|3898|RS
4314787|N6|Município|Ponte Preta|1501|RS
4314803|N6|Município|Portão|38081|RS
4314902|N6|Município|Porto Alegre|1492530|RS
4315008|N6|Município|Porto Lucena|4514|RS
4315057|N6|Município|Porto Mauá|2332|RS
4315073|N6|Município|Porto Vera Cruz|1258|RS
4315107|N6|Município|Porto Xavier|10144|RS
4315131|N6|Município|Pouso Novo|1586|RS
4315149|N6|Município|Presidente Lucena|2972|RS
4315156|N6|Município|Progresso|6235|RS
4315172|N6|Município|Protásio Alves|1929|RS
4315206|N6|Município|Putinga|3861|RS
4315305|N6|Município|Quaraí|22531|RS
4315313|N6|Município|Quatro Irmãos|1860|RS
4315321|N6|Município|Quevedos|2793|RS
4315354|N6|Município|Quinze de Novembro|3810|RS
4315404|N6|Município|Redentora|11782|RS
4315453|N6|Município|Relvado|2068|RS
4315503|N6|Município|Restinga Sêca|15702|RS
4315552|N6|Município|Rio dos Índios|2571|RS
4315602|N6|Município|Rio Grande|212881|RS
4315701|N6|Município|Rio Pardo|38257|RS
4315750|N6|Município|Riozinho|4698|RS
4315800|N6|Município|Roca Sales|11556|RS
4315909|N6|Município|Rodeio Bonito|5868|RS
4315958|N6|Município|Rolador|2270|RS
4316006|N6|Município|Rolante|21591|RS
4316105|N6|Município|Ronda Alta|10633|RS
4316204|N6|Município|Rondinha|5033|RS
4316303|N6|Município|Roque Gonzales|6750|RS
4316402|N6|Município|Rosário do Sul|39210|RS
4316428|N6|Município|Sagrada Família|2601|RS
4316436|N6|Município|Saldanha Marinho|2596|RS
4316451|N6|Município|Salto do Jacuí|12512|RS
4316477|N6|Município|Salvador das Missões|2734|RS
4316501|N6|Município|Salvador do Sul|7975|RS
4316600|N6|Município|Sananduva|16382|RS
4316709|N6|Município|Santa Bárbara do Sul|7813|RS
4316733|N6|Município|Santa Cecília do Sul|1630|RS
4316758|N6|Município|Santa Clara do Sul|6755|RS
4316808|N6|Município|Santa Cruz do Sul|132271|RS
4316907|N6|Município|Santa Maria|285159|RS
4316956|N6|Município|Santa Maria do Herval|6382|RS
4316972|N6|Município|Santa Margarida do Sul|2593|RS
4317004|N6|Município|Santana da Boa Vista|8037|RS
4317103|N6|Município|Sant'Ana do Livramento|75647|RS
4317202|N6|Município|Santa Rosa|73882|RS
4317251|N6|Município|Santa Tereza|1722|RS
4317301|N6|Município|Santa Vitória do Palmar|29298|RS
4317400|N6|Município|Santiago|49298|RS
4317509|N6|Município|Santo Ângelo|77544|RS
4317558|N6|Município|Santo Antônio do Palma|2118|RS
4317608|N6|Município|Santo Antônio da Patrulha|43397|RS
4317707|N6|Município|Santo Antônio das Missões|9930|RS
4317756|N6|Município|Santo Antônio do Planalto|2018|RS
4317806|N6|Município|Santo Augusto|13813|RS
4317905|N6|Município|Santo Cristo|14177|RS
4317954|N6|Município|Santo Expedito do Sul|2287|RS
4318002|N6|Município|São Borja|59768|RS
4318051|N6|Município|São Domingos do Sul|3091|RS
4318101|N6|Município|São Francisco de Assis|18081|RS
4318200|N6|Município|São Francisco de Paula|21871|RS
4318309|N6|Município|São Gabriel|62187|RS
4318408|N6|Município|São Jerônimo|24569|RS
4318424|N6|Município|São João da Urtiga|4625|RS
4318432|N6|Município|São João do Polêsine|2535|RS
4318440|N6|Município|São Jorge|2808|RS
4318457|N6|Município|São José das Missões|2491|RS
4318465|N6|Município|São José do Herval|1917|RS
4318481|N6|Município|São José do Hortêncio|4924|RS
4318499|N6|Município|São José do Inhacorá|2040|RS
4318507|N6|Município|São José do Norte|27866|RS
4318606|N6|Município|São José do Ouro|6911|RS
4318614|N6|Município|São José do Sul|2464|RS
4318622|N6|Município|São José dos Ausentes|3559|RS
4318705|N6|Município|São Leopoldo|240378|RS
4318804|N6|Município|São Lourenço do Sul|43501|RS
4318903|N6|Município|São Luiz Gonzaga|33124|RS
4319000|N6|Município|São Marcos|21756|RS
4319109|N6|Município|São Martinho|5336|RS
4319125|N6|Município|São Martinho da Serra|3228|RS
4319158|N6|Município|São Miguel das Missões|7692|RS
4319208|N6|Município|São Nicolau|5153|RS
4319307|N6|Município|São Paulo das Missões|5654|RS
4319356|N6|Município|São Pedro da Serra|3881|RS
4319364|N6|Município|São Pedro das Missões|2025|RS
4319372|N6|Município|São Pedro do Butiá|2950|RS
4319406|N6|Município|São Pedro do Sul|16100|RS
4319505|N6|Município|São Sebastião do Caí|26161|RS
4319604|N6|Município|São Sepé|23492|RS
4319703|N6|Município|São Valentim|3220|RS
4319711|N6|Município|São Valentim do Sul|2248|RS
4319737|N6|Município|São Valério do Sul|2732|RS
4319752|N6|Município|São Vendelino|2288|RS
4319802|N6|Município|São Vicente do Sul|8742|RS
4319901|N6|Município|Sapiranga|80514|RS
4320008|N6|Município|Sapucaia do Sul|142508|RS
4320107|N6|Município|Sarandi|25024|RS
4320206|N6|Município|Seberi|10678|RS
4320230|N6|Município|Sede Nova|2875|RS
4320263|N6|Município|Segredo|7465|RS
4320305|N6|Município|Selbach|5114|RS
4320321|N6|Município|Senador Salgado Filho|2761|RS
4320354|N6|Município|Sentinela do Sul|5635|RS
4320404|N6|Município|Serafina Corrêa|18074|RS
4320453|N6|Município|Sério|1889|RS
4320503|N6|Município|Sertão|5220|RS
4320552|N6|Município|Sertão Santana|6586|RS
4320578|N6|Município|Sete de Setembro|1931|RS
4320602|N6|Município|Severiano de Almeida|3607|RS
4320651|N6|Município|Silveira Martins|2365|RS
4320677|N6|Município|Sinimbu|10152|RS
4320701|N6|Município|Sobradinho|15041|RS
4320800|N6|Município|Soledade|31067|RS
4320859|N6|Município|Tabaí|4816|RS
4320909|N6|Município|Tapejara|24973|RS
4321006|N6|Município|Tapera|10569|RS
4321105|N6|Município|Tapes|17363|RS
4321204|N6|Município|Taquara|57740|RS
4321303|N6|Município|Taquari|26907|RS
4321329|N6|Município|Taquaruçu do Sul|3081|RS
4321352|N6|Município|Tavares|5484|RS
4321402|N6|Município|Tenente Portela|13385|RS
4321436|N6|Município|Terra de Areia|11323|RS
4321451|N6|Município|Teutônia|34275|RS
4321469|N6|Município|Tio Hugo|3078|RS
4321477|N6|Município|Tiradentes do Sul|5532|RS
4321493|N6|Município|Toropi|2753|RS
4321501|N6|Município|Torres|39381|RS
4321600|N6|Município|Tramandaí|53507|RS
4321626|N6|Município|Travesseiro|2331|RS
4321634|N6|Município|Três Arroios|2620|RS
4321667|N6|Município|Três Cachoeiras|11174|RS
4321709|N6|Município|Três Coroas|28948|RS
4321808|N6|Município|Três de Maio|23846|RS
4321832|N6|Município|Três Forquilhas|2643|RS
4321857|N6|Município|Três Palmeiras|4232|RS
4321907|N6|Município|Três Passos|23799|RS
4321956|N6|Município|Trindade do Sul|5781|RS
4322004|N6|Município|Triunfo|30159|RS
4322103|N6|Município|Tucunduva|5612|RS
4322152|N6|Município|Tunas|4585|RS
4322186|N6|Município|Tupanci do Sul|1447|RS
4322202|N6|Município|Tupanciretã|24182|RS
4322251|N6|Município|Tupandi|5019|RS
4322301|N6|Município|Tuparendi|7730|RS
4322327|N6|Município|Turuçu|3408|RS
4322343|N6|Município|Ubiretama|1952|RS
4322350|N6|Município|União da Serra|1084|RS
4322376|N6|Município|Unistalda|2306|RS
4322400|N6|Município|Uruguaiana|126766|RS
4322509|N6|Município|Vacaria|66916|RS
4322525|N6|Município|Vale Verde|3531|RS
4322533|N6|Município|Vale do Sol|11873|RS
4322541|N6|Município|Vale Real|6046|RS
4322558|N6|Município|Vanini|2130|RS
4322608|N6|Município|Venâncio Aires|72373|RS
4322707|N6|Município|Vera Cruz|27325|RS
4322806|N6|Município|Veranópolis|26813|RS
4322855|N6|Município|Vespasiano Corrêa|1776|RS
4322905|N6|Município|Viadutos|4628|RS
4323002|N6|Município|Viamão|257330|RS
4323101|N6|Município|Vicente Dutra|4530|RS
4323200|N6|Município|Victor Graeff|2840|RS
4323309|N6|Município|Vila Flores|3407|RS
4323358|N6|Município|Vila Lângaro|2070|RS
4323408|N6|Município|Vila Maria|4368|RS
4323457|N6|Município|Vila Nova do Sul|4274|RS
4323507|N6|Município|Vista Alegre|2726|RS
4323606|N6|Município|Vista Alegre do Prata|1553|RS
4323705|N6|Município|Vista Gaúcha|2858|RS
4323754|N6|Município|Vitória das Missões|3052|RS
4323770|N6|Município|Westfália|3046|RS
4323804|N6|Município|Xangri-lá|17126|RS
5000203|N6|Município|Água Clara|16025|MS
5000252|N6|Município|Alcinópolis|5489|MS
5000609|N6|Município|Amambai|40247|MS
5000708|N6|Município|Anastácio|25336|MS
5000807|N6|Município|Anaurilândia|9116|MS
5000856|N6|Município|Angélica|11081|MS
5000906|N6|Município|Antônio João|9082|MS
5001003|N6|Município|Aparecida do Taboado|26386|MS
5001102|N6|Município|Aquidauana|48184|MS
5001243|N6|Município|Aral Moreira|12511|MS
5001508|N6|Município|Bandeirantes|7281|MS
5001904|N6|Município|Bataguassu|23620|MS
5002001|N6|Município|Batayporã|11368|MS
5002100|N6|Município|Bela Vista|24842|MS
5002159|N6|Município|Bodoquena|7802|MS
5002209|N6|Município|Bonito|22401|MS
5002308|N6|Município|Brasilândia|11835|MS
5002407|N6|Município|Caarapó|31005|MS
5002605|N6|Município|Camapuã|13675|MS
5002704|N6|Município|Campo Grande|916001|MS
5002803|N6|Município|Caracol|6247|MS
5002902|N6|Município|Cassilândia|22063|MS
5002951|N6|Município|Chapadão do Sul|26499|MS
5003108|N6|Município|Corguinho|6158|MS
